Artist,Title,Lyrics,Mood
The Doors,Light My Fire,"You know that it would be untrue
You know that I would be a liar
If I was to say to you
Girl, we couldn't get much higher

Come on baby, light my fire
Come on baby, light my fire
Try to set the night on fire

The time to hesitate is through
No time to wallow in the mire
Try now we can only lose
And our love become a funeral pyre

Come on baby, light my fire
Come on baby, light my fire
Try to set the night on fire, yeah

The time to hesitate is through
No time to wallow in the mire
Try now we can only lose
And our love become a funeral pyre

Come on baby, light my fire
Come on baby, light my fire
Try to set the night on fire, yeah

You know that it would be untrue
You know that I would be a liar
If I was to say to you
Girl, we couldn't get much higher

Come on baby, light my fire
Come on baby, light my fire
Try to set the night on fire
Try to set the night on fire
Try to set the night on fire
Try to set the night on fire",angry
Night Ranger,Don't Tell Me You Love Me,"It ain't the way you move
It ain't the way that you move me
Oh no
It ain't the way you shake
It ain't the way that you shake me
Oh no
It's been 25 years I'm a kid on the run
I've got a pistol for action
Don't tell me you love me
Don't tell me you love me
Don't tell me I don't want to know
Don't tell me you love me
Don't tell me you love me
Don't tell me I don't want to know
I love the way you use
I love the way that you use me
Oh yeah
I love the way you shoot
I love the way that you shoot to kill me
Oh yeah
It's taken miles and lines
To learn the right from the wrong I'll keep you hanging on
So, don't tell me you love me
Don't tell me you love me
Don't tell me I don't want to know
Don't tell me you love me
Don't tell me you love me
Don't tell me I don't want to know
Don't tell me you love me
Don't tell me you love me
Don't tell me you love me
Don't tell me you love me
Don't tell me you love me love me, love me, yeah
Don't tell me you love me
Don't tell me you love me
Don't tell me I don't want to know
Don't tell me you love me
Don't tell me you love me
Don't tell me I don't want to know",happy
Lynyrd Skynyrd,That Smell,"
Whiskey bottles, and brand new cars
Oak tree you're in my way
There's too much coke and too much smoke
Look what's going on inside you
Ooooh that smell
Can't you smell that smell
Ooooh that smell
The smell of death surrounds you

Angel of darkness is upon you
Stuck a needle in your arm
So take another toke, have a blow for your nose
One more drink fool, will drown you
Ooooh that smell
Can't you smell that smell
Ooooh that smell
The smell of death surrounds you

Now they call you Prince Charming
Can't speak a word when you're full of 'ludes
Say you'll be all right come tomorrow
But tomorrow might not be here for you
Ooooh that smell
Can't you smell that smell
Ooooh that smell
The smell of death surrounds you

Hey, you're a fool you
Stick them needles in your arm
I know I been there before

One little problem that confronts you
Got a monkey on your back
Just one more fix, Lord might do the trick
One hell of a price for you to get your kicks
Ooooh that smell
Can't you smell that smell
Ooooh that smell
The smell of death surrounds you
Ooooh that smell
Can't you smell that smell
Ooooh that smell
The smell of death surrounds you",sad
Pat Benatar,Hit Me With Your Best Shot,"Well you're the real tough cookie
With the long history
Of breaking little hearts
Like the one in me
That's OK,
Lets see how you do it
Put up your dukes,
Lets get down to it
Hit me with your best shot
Why don't you hit me
With your best shot
Hit me with your best shot
Fire Away

You come on with a   come on
You don't fight fair
But that's OK, see if I care
Knock me down, it's all in vain
I'll get right back on my feet again

Hit me with your best shot
Why don't you hit me
With your best shot
Hit me with your best shot
Fire Away

Well, you're the real tough cookie
With the long history
Of breaking little hearts
Like the one in me
Before I put another notch
In my lipstick case
You better make sure
You put me in my place

Hit me with your best shot
Come On, hit me with your best shot
Hit me with your best shot
Fire Away

Hit me with your best shot
Why don't you hit me with your best shot
Hit me with your best shot
Fire Away",angry
Guns N' Roses,Paradise City,"Take me down
To the paradise city
Where the grass is green
And the girls are pretty
Oh, won't you please take me home

Just a' urchin livin' under the street
I'm a hard case that's tough to beat
I'm your charity case
So buy me somethin' to eat
I'll pay you at another time
Take it to the end of the line

Ragz to richez or so they say
Ya gotta-keep pushin' for the fortune and fame
It's all a gamble
When it's just a game
You treat it like a capital crime
Everybody's doin' their time

[Chorus:]
Take me down
To the paradise city
Where the grass is green
And the girls are pretty
Oh, won't you please take me home
Take me down
To the paradise city
Where the grass is green
And the girls are pretty
Take me home

Strapped in the chair of the city's gas chamber
Why I'm here I can't quite remember
The surgeon general says it's hazardous to breathe
I'd have another cigarette, but I can't see
Tell me who you're gonna believe

[Chorus:]
Take me down
To the paradise city
Where the grass is green
And the girls are pretty
Take me home
Take me down
To the paradise city
Where the grass is green
And the girls are pretty
Oh, won't you please take me home

So far away [4x]

Captain America's been torn apart
Now he's a court jester with a broken heart
He said�
Turn me around and take me back to the start
I must be losin' my mind�  Are you blind?
I've seen it all a million times

[Chorus 2x:]
Take me down
To the paradise city
Where the grass is green
And the girls are pretty
Take me home
Take me down
To the paradise city
Where the grass is green
And the girls are pretty
Oh, won't you please take me home

Home [2x]
I wanna go [2x]
Oh won't you please take me home.
I wanna see,
Oh won't you please take me home.

[Chorus:]
Take me down
To the paradise city
Where the grass is green
And the girls are pretty
Take me home
Take me down
To the paradise city
Where the grass is green
And the girls are pretty
Oh, won't you please take me home
",relaxed
Yes,I've Seen All Good People,"I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
Take a straight and stronger course
To the corner of your life
Make the white queen run so fast
She hasn't got time to make you a wife
'Cause it's time, it's time in time with your time
And its news is captured
For the queen to use!
Move me on to any black square
Use me anytime you want
Just remember that the goal
Is for us all to capture all we want (Move me on to any black square)
Don't surround yourself with yourself
Move on back two squares
Send an instant karma to me
Initial it with loving care (Don't surround yourself)
'Cause it's time, it's time in time with your time
And its news is captured
For the queen to use!
Diddit diddit diddit diddit diddit diddit diddit didda
Diddit diddit diddit diddit diddit diddit diddit didda (Don't surround yourself with yourself)
Don't surround yourself with yourself (Don't surround yourself)
Move on back two squares
Send an instant karma to me (Send an instant karma to me)
Initial it with loving care (Don't surround yourself)
'Cause it's time, it's time in time with your time
And its news is captured
For the queen to use!
Diddit diddit diddit diddit diddit diddit diddit didda (All we are saying)
Diddit diddit diddit diddit diddit diddit diddit didda (Is give peace a chance)
Diddit diddit diddit diddit diddit diddit diddit didda (All we are saying)
Diddit diddit diddit diddit diddit diddit diddit didda (Is give peace a chance
'Cause it's time, it's time in time with your time
And it's news is captured
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way",relaxed
Motley Crue,Home Sweet Home,"You know I'm a dreamer
But my heart's of gold
I had to run away high
So I wouldn't come home low
Just when things went right
It doesn't mean they were always wrong
Just take this song and you'll never feel
Left all alone
Take me to your heart
Feel me in your bones
Just one more night
And I'm comin' off this
Long and winding road
I'm on my way
I'm on my way
Home sweet home
Tonight tonight
I'm on my way
I'm on my way
Home sweet home
You know that I've seen
Too many romantic dreams
Up in lights, fallin' off
The silver screen
My heart's like an open book
For the whole world to read
Sometimes nothing keeps me together
At the seams
I'm on my way
I'm on my way
Home sweet home
Tonight tonight
I'm on my way
Just set me free
Home sweet home
Home sweet home
Home sweet home
Home sweet home
I'm on my way
I'm on my way
Home sweet home
Yeah yeah
I'm on my way
Just set me free
Home sweet home",relaxed
Lynyrd Skynyrd,You Got That Right,"Well I've heard lots of people say
They're gonna settle down
You don't see their faces
And they don't come around
Well I'm not that way
I got to move along

I like to drink and to dance all night
Comes to a fix not afraid to fight
You got that right
Said, you got that right
Sure got that right

Seems so long I been out on my own
Travel light and I'm always alone
Guess I was born with a travellin' bone
When my times up, I'll hold my own
You won't find me in an old folks home
You got that right
Well you got that right
Said, you got that right
Sure got that right
I tried everything in my life
Things I like I try 'em twice
You got that right
Sure got that right

Travellin' around the world, just singing my song
I got to go, Lord I can't stay long
Here comes that ol' travellin' jones once again
I like to drink and to dance all night
Comes to a fix not afraid to fight
You got that right
Said, you got that right
Well you got that right
Sure got that right
",angry
Bad Company,Feel Like Makin' Love,"Baby, when I think about you
I think about love
Darlin', don't live without you
And your love
If I had those golden dreams
Of my yesterdays
I would wrap you in the heaven
'Til I'm dyin' on the way
Feel like makin'
Feel like makin' love
Feel like makin' love to you
Baby, if I think about you
I think about love
Darlin', if I live without you
I live without love
If I had the sun and moon
And they were shinin'
I would give you both night and day
Of satisfyin'
Feel like makin'
Feel like makin' love
Feel like makin' love to you
And if I had those golden dreams
Of my yesterdays
I would wrap you in the heaven
'Til I'm dyin' on the way
Feel like makin' love
Feel like makin' love
Feel like makin' love
Feel like makin' love to you",happy
Jethro Tull,Locomotive Breath,"In the shuffling madness
Of the locomotive breath,
Runs the all, time loser,
Headlong to his death
He feels the piston scraping
Steam breaking on his brow
Old Charlie stole the handle and
The train it won't stop going
No way to slow down
He sees his children jumping off
At stations, one by one
His woman and his best friend
In bed and having fun
He's crawling down the corridor
On his hands and knees
Old Charlie stole the handle and
The train it won't stop going
No way to slow down
He hears the silence howling
Catches angels as they fall
And the all-time winner
Has got him by the balls
He picks up Gideons Bible
Open at page one
I think God He stole the handle and
The train won't stop going
No way to slow down
No way to slow down
No way to slow down
No way to slow down
No way to slow down
No way to slow down
No way to slow down
No way to slow down
No way to slow down",sad
